market_date,period,da_actual,da_pred,rt_actual,rt_pred,spread_actual,spread_pred,spread_probability
2026-06-24,3,435.0,437.4005558490753,425.39,416.7212154865265,-9.610000000000014,-20.679340362548828,0.17267097532749176
2026-06-24,4,428.5,437.3671245574951,399.386,407.2956714630127,-29.113999999999976,-30.071453094482422,0.38923731446266174
2026-06-24,5,450.0,439.77535605430603,404.721,425.00950264930725,-45.278999999999996,-14.76585340499878,0.3877870440483093
2026-06-24,6,400.0,454.0905044078827,356.84,427.2002546787262,-43.160000000000025,-26.890249729156494,0.21986910700798035
2026-06-24,7,273.25,366.0432343482971,10.206,258.4510950446129,-263.044,-107.59213930368423,0.12630592286586761
2026-06-24,8,285.0,339.24912083148956,371.431,248.033218562603,86.43099999999998,-91.21590226888657,0.18315187096595764
2026-06-24,9,100.0,282.9603123664856,355.425,171.6868702992797,255.425,-111.2734420672059,0.34003138542175293
2026-06-24,10,100.0,213.84319311380386,277.493,199.6432507187128,177.493,-14.199942395091057,0.16294485330581665
2026-06-24,11,100.0,134.27277106046677,137.715,139.85560590028763,37.715,5.582834839820862,0.15483419597148895
2026-06-24,12,96.25,73.87260162830353,-31.51,161.00424939393997,-127.76,87.13164776563644,0.21631155908107758
2026-06-24,13,44.0,51.20077967643738,-35.007,61.17192721366882,-79.007,9.971147537231445,0.16685377061367035
2026-06-24,14,100.0,50.01366049051285,-51.674,57.38769668340683,-151.674,7.374036192893982,0.2924189865589142
2026-06-24,15,91.21,88.36485488712788,-59.645,104.45426233112812,-150.855,16.089407444000244,0.47301211953163147
2026-06-24,16,200.0,269.3856631666422,-72.714,274.16437877714634,-272.714,4.77871561050415,0.668375551700592
2026-06-24,17,350.0,387.82835125923157,164.921,401.38254570961,-185.079,13.554194450378418,0.5143813490867615
2026-06-24,18,412.41,481.91805654764175,444.819,493.90730530023575,32.40899999999999,11.989248752593994,0.3884590268135071
2026-06-24,19,475.0,512.2646870017052,465.57,533.7900225520134,-9.430000000000007,21.525335550308228,0.6498873829841614
2026-06-24,20,481.77,501.4293750524521,439.621,528.4807382822037,-42.149,27.051363229751587,0.3858407139778137
2026-06-24,21,495.0,493.8060746192932,398.774,508.9969792366028,-96.226,15.19090461730957,0.40164825320243835
2026-06-24,22,484.0,497.2032667398453,384.504,502.1042321920395,-99.49599999999998,4.900965452194214,0.32475337386131287
2026-06-24,23,445.0,500.52036064863205,407.779,513.920350253582,-37.221000000000004,13.399989604949951,0.38902780413627625
2026-06-24,24,490.44,504.9744392633438,413.48,517.265676856041,-76.95999999999998,12.291237592697144,0.5281503200531006
2026-06-25,1,516.0,467.7728042602539,453.152,421.79264640808105,-62.84800000000001,-45.98015785217285,0.3834226429462433
2026-06-25,2,491.0,453.7437448501587,405.279,419.57722663879395,-85.721,-34.166518211364746,0.26188167929649353
2026-06-25,3,476.63,448.95500898361206,396.375,416.889844417572,-80.255,-32.06516456604004,0.16583465039730072
2026-06-25,4,467.36,438.6517930030823,403.183,409.9489731788635,-64.17700000000002,-28.70281982421875,0.12627682089805603
